"gameId","playId","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event"
2022092900,57,42654,"La'el Collins",45,"2022-09-29 20:16:04.500000",71,"CIN","left",83.19,31.96,1.42,1.04,0.15,358.47,331.35,"tackle"
2022092900,57,43321,"Emmanuel Ogbah",45,"2022-09-29 20:16:04.500000",91,"MIA","left",86.31,21.68,1.09,1.48,0.11,288.16,235.2,"tackle"
2022092900,57,43327,"Xavien Howard",45,"2022-09-29 20:16:04.500000",25,"MIA","left",86.15,30.61,0.99,0.34,0.1,279.49,27.81,"tackle"
2022092900,57,43344,"Tyler Boyd",45,"2022-09-29 20:16:04.500000",83,"CIN","left",81.18,13.2,1.53,0.74,0.15,357.34,358.45,"tackle"
2022092900,57,43503,"Elandon Roberts",45,"2022-09-29 20:16:04.500000",52,"MIA","left",82.68,31.88,0.9,2.28,0.1,35.09,329.3,"tackle"
2022092900,57,43510,"Ted Karras",45,"2022-09-29 20:16:04.500000",64,"CIN","left",85.09,29.99,0.97,0.65,0.1,309.82,339.67,"tackle"
2022092900,57,44860,"Joe Mixon",45,"2022-09-29 20:16:04.500000",28,"CIN","left",82.96,32.03,0.35,1.82,0.05,327.38,57.94,"tackle"
2022092900,57,46094,"Hayden Hurst",45,"2022-09-29 20:16:04.500000",88,"CIN","left",83.64,32.21,0.69,0.18,0.07,52.18,1.51,"tackle"
2022092900,57,46142,"Jerome Baker",45,"2022-09-29 20:16:04.500000",55,"MIA","left",84.19,32.55,0.56,0.95,0.05,195.64,359.25,"tackle"
2022092900,57,46163,"Alex Cappa",45,"2022-09-29 20:16:04.500000",65,"CIN","left",82.53,30.85,0.97,1.71,0.1,30.84,294.65,"tackle"
2022092900,57,46312,"Keion Crossen",45,"2022-09-29 20:16:04.500000",27,"MIA","left",85.64,14.32,1.55,0.52,0.16,349.96,341.59,"tackle"
2022092900,57,47794,"Jonah Williams",45,"2022-09-29 20:16:04.500000",73,"CIN","left",86.65,20.74,1.04,1.5,0.1,255.94,218.91,"tackle"
2022092900,57,47796,"Christian Wilkins",45,"2022-09-29 20:16:04.500000",94,"MIA","left",82.97,32.63,1.18,1.56,0.12,158.32,357.99,"tackle"
2022092900,57,52409,"Joe Burrow",45,"2022-09-29 20:16:04.500000",9,"CIN","left",90.38,27.04,1.28,0.31,0.13,230.47,216.16,"tackle"
2022092900,57,52441,"Tee Higgins",45,"2022-09-29 20:16:04.500000",85,"CIN","left",82.07,33.85,1.21,1.74,0.12,100.89,18.75,"tackle"
2022092900,57,52464,"Raekwon Davis",45,"2022-09-29 20:16:04.500000",98,"MIA","left",84,30.07,1.29,0.97,0.13,335.77,343.63,"tackle"
2022092900,57,52478,"Brandon Jones",45,"2022-09-29 20:16:04.500000",29,"MIA","left",82.15,32.71,1.48,1.18,0.15,307.81,336.56,"tackle"
2022092900,57,53434,"Ja'Marr Chase",45,"2022-09-29 20:16:04.500000",1,"CIN","left",86.32,14.09,1.16,1.11,0.12,338.18,343.72,"tackle"
2022092900,57,53447,"Jaelan Phillips",45,"2022-09-29 20:16:04.500000",15,"MIA","left",84.57,27.96,3.04,1.88,0.31,334.89,317.43,"tackle"
2022092900,57,53465,"Jevon Holland",45,"2022-09-29 20:16:04.500000",8,"MIA","left",78.97,29.3,3.68,2.63,0.38,59.81,47.06,"tackle"
2022092900,57,54601,"Cordell Volson",45,"2022-09-29 20:16:04.500000",67,"CIN","left",85.69,22.66,1.2,1.33,0.12,7.71,283.82,"tackle"
2022092900,57,54936,"Kader Kohou",45,"2022-09-29 20:16:04.500000",28,"MIA","left",80,17.25,3.77,1.26,0.38,5.15,359.31,"tackle"
2022092900,57,NA,"football",45,"2022-09-29 20:16:04.500000",NA,"football","left",83.0999984741211,32.0400009155273,0.270000010728836,0.569999992847443,0.159999996423721,NA,NA,"tackle"
2022092900,78,42654,"La'el Collins",14,"2022-09-29 20:16:37.299999",71,"CIN","left",87.58,36.27,1.62,0.7,0.17,305.41,309.09,"tackle"
2022092900,78,43321,"Emmanuel Ogbah",14,"2022-09-29 20:16:37.299999",91,"MIA","left",86.98,39.35,3.84,1.39,0.4,328.59,321.24,"tackle"
2022092900,78,43327,"Xavien Howard",14,"2022-09-29 20:16:37.299999",25,"MIA","left",69.66,18.55,2.33,1.89,0.24,355.66,355.54,"tackle"
2022092900,78,43344,"Tyler Boyd",14,"2022-09-29 20:16:37.299999",83,"CIN","left",79.03,31.72,1.05,0.31,0.1,348.77,0.01,"tackle"
2022092900,78,43510,"Ted Karras",14,"2022-09-29 20:16:37.299999",64,"CIN","left",84.15,33.23,3.67,0.72,0.38,325.14,320.18,"tackle"
2022092900,78,44860,"Joe Mixon",14,"2022-09-29 20:16:37.299999",28,"CIN","left",80.57,38.19,2.53,0.82,0.25,324.41,320.42,"tackle"
2022092900,78,44887,"Duke Riley",14,"2022-09-29 20:16:37.299999",45,"MIA","left",75.93,35.24,5.63,0.85,0.57,355.56,355.58,"tackle"
2022092900,78,46094,"Hayden Hurst",14,"2022-09-29 20:16:37.299999",88,"CIN","left",80.18,5.8,2.31,2.96,0.24,318.68,224.96,"tackle"
2022092900,78,46142,"Jerome Baker",14,"2022-09-29 20:16:37.299999",55,"MIA","left",75.3,44.74,7.44,1.93,0.74,5.5,2.69,"tackle"
2022092900,78,46163,"Alex Cappa",14,"2022-09-29 20:16:37.299999",65,"CIN","left",90.6,34.13,1.49,1.1,0.15,306.57,325.8,"tackle"
2022092900,78,46307,"Zach Sieler",14,"2022-09-29 20:16:37.299999",92,"MIA","left",80.52,34.21,5.82,1.76,0.62,300.48,315.17,"tackle"
2022092900,78,46312,"Keion Crossen",14,"2022-09-29 20:16:37.299999",27,"MIA","left",77.5,51.72,4.02,1.15,0.4,33.57,25.23,"tackle"
2022092900,78,47794,"Jonah Williams",14,"2022-09-29 20:16:37.299999",73,"CIN","left",90.08,29.29,0.39,0.72,0.06,204.95,253.38,"tackle"
2022092900,78,47796,"Christian Wilkins",14,"2022-09-29 20:16:37.299999",94,"MIA","left",92.47,38.96,3.7,2.39,0.38,354.95,354.33,"tackle"
2022092900,78,52409,"Joe Burrow",14,"2022-09-29 20:16:37.299999",9,"CIN","left",89.29,31.17,1.34,0.73,0.13,278.93,262.53,"tackle"
2022092900,78,52441,"Tee Higgins",14,"2022-09-29 20:16:37.299999",85,"CIN","left",79.66,22.7,0.59,0.45,0.06,5.76,0.93,"tackle"
2022092900,78,52478,"Brandon Jones",14,"2022-09-29 20:16:37.299999",29,"MIA","left",72.7,18.66,5.09,2.54,0.5,185.52,345.48,"tackle"
2022092900,78,53434,"Ja'Marr Chase",14,"2022-09-29 20:16:37.299999",1,"CIN","left",77.73,52.02,4.24,1.31,0.42,14.7,21.07,"tackle"
2022092900,78,53447,"Jaelan Phillips",14,"2022-09-29 20:16:37.299999",15,"MIA","left",91.15,29.09,1.32,1.65,0.13,233.81,47.25,"tackle"
2022092900,78,53465,"Jevon Holland",14,"2022-09-29 20:16:37.299999",8,"MIA","left",69.31,46.38,6.37,1.42,0.64,43.35,38.23,"tackle"
2022092900,78,54601,"Cordell Volson",14,"2022-09-29 20:16:37.299999",67,"CIN","left",89.38,26.76,1.09,2.12,0.11,324.13,246.29,"tackle"
2022092900,78,54936,"Kader Kohou",14,"2022-09-29 20:16:37.299999",28,"MIA","left",77.08,49.36,4.28,3.43,0.44,352.45,6.92,"tackle"
2022092900,78,NA,"football",14,"2022-09-29 20:16:37.299999",NA,"football","left",77.7900009155273,52.2000007629395,4.05999994277954,1.36000001430511,0.519999980926514,NA,NA,"tackle"
2022092900,102,42654,"La'el Collins",51,"2022-09-29 20:17:21.900000",71,"CIN","left",73.32,29.73,2.06,0.85,0.21,248.81,245.62,"tackle"
2022092900,102,43321,"Emmanuel Ogbah",51,"2022-09-29 20:17:21.900000",91,"MIA","left",64.15,27.79,3.93,1.41,0.41,258.33,250.59,"tackle"
2022092900,102,43327,"Xavien Howard",51,"2022-09-29 20:17:21.900000",25,"MIA","left",59.81,12.83,3.93,1.32,0.4,291.82,288.93,"tackle"
