"gameId","playId","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event"
2022102000,56,37084,"J.J. Watt",17,"2022-10-20 20:16:20.700000",99,"ARI","left",91.95,22.58,1.7,2.49,0.17,220.44,180.24,"tackle"
2022102000,56,37110,"Andy Dalton",17,"2022-10-20 20:16:20.700000",14,"NO","left",90.9,20.67,1.61,0.87,0.16,219.32,230.06,"tackle"
2022102000,56,41532,"James Hurst",17,"2022-10-20 20:16:20.700000",74,"NO","left",85.84,20.76,2.47,1.02,0.26,275.82,290.37,"tackle"
2022102000,56,44844,"Ryan Ramczyk",17,"2022-10-20 20:16:20.700000",71,"NO","left",87.69,27.4,2.5,0.13,0.26,261.05,274.44,"tackle"
2022102000,56,44848,"Budda Baker",17,"2022-10-20 20:16:20.700000",3,"ARI","left",76.4,32.52,2.28,1.94,0.24,138.58,186.65,"tackle"
2022102000,56,44879,"Alvin Kamara",17,"2022-10-20 20:16:20.700000",41,"NO","left",95.14,25.41,0.37,2.31,0.04,268.84,216.47,"tackle"
2022102000,56,45244,"Taysom Hill",17,"2022-10-20 20:16:20.700000",7,"NO","left",62.64,6.74,1.34,4.61,0.16,302.62,226.39,"tackle"
2022102000,56,46521,"Ben Niemann",17,"2022-10-20 20:16:20.700000",56,"ARI","left",78.14,25.56,4.9,3.35,0.48,37.02,12.84,"tackle"
2022102000,56,47816,"Byron Murphy",17,"2022-10-20 20:16:20.700000",7,"ARI","left",67.16,38.03,2.71,3.37,0.26,146.33,118.79,"tackle"
2022102000,56,47831,"Erik McCoy",17,"2022-10-20 20:16:20.700000",78,"NO","left",89.17,24.85,1.14,1.46,0.11,221.35,302.4,"tackle"
2022102000,56,47848,"Zach Allen",17,"2022-10-20 20:16:20.700000",94,"ARI","left",89.13,25.34,0.61,0.36,0.07,283.07,320.39,"tackle"
2022102000,56,49410,"Jalen Thompson",17,"2022-10-20 20:16:20.700000",34,"ARI","left",61.68,21.05,4.51,2.69,0.44,58.26,49.95,"tackle"
2022102000,56,52416,"Isaiah Simmons",17,"2022-10-20 20:16:20.700000",9,"ARI","left",92.38,21.58,4.33,5.09,0.43,263.65,252.06,"tackle"
2022102000,56,52432,"Cesar Ruiz",17,"2022-10-20 20:16:20.700000",51,"NO","left",90.75,25.62,1.31,0.01,0.14,269.76,270.85,"tackle"
2022102000,56,52539,"Rashard Lawrence",17,"2022-10-20 20:16:20.700000",90,"ARI","left",86.5,19.21,2.8,1.4,0.28,260.7,271.69,"tackle"
2022102000,56,52666,"Calvin Throckmorton",17,"2022-10-20 20:16:20.700000",76,"NO","left",86.87,22.32,4.11,0.13,0.43,289.47,300.11,"tackle"
2022102000,56,52942,"Juwan Johnson",17,"2022-10-20 20:16:20.700000",83,"NO","left",79.01,26.24,6.08,3.43,0.62,356.66,353.19,"tackle"
2022102000,56,53098,"Marquez Callaway",17,"2022-10-20 20:16:20.700000",1,"NO","left",73.01,50.16,1.19,3.15,0.11,154.22,230.17,"tackle"
2022102000,56,53445,"Zaven Collins",17,"2022-10-20 20:16:20.700000",25,"ARI","left",89.77,26.67,0.61,0.98,0.06,161.15,275.23,"tackle"
2022102000,56,53565,"Marco Wilson",17,"2022-10-20 20:16:20.700000",20,"ARI","left",65.15,8.18,2.99,2.87,0.29,350.67,351.76,"tackle"
2022102000,56,53639,"Victor Dimukeje",17,"2022-10-20 20:16:20.700000",52,"ARI","left",78.78,24.09,3.32,5.84,0.37,352.77,353.12,"tackle"
