"gameId","playId","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event"
2022102700,97,38557,"Kevin Zeitler",30,"2022-10-27 20:17:21.400000",70,"BAL","right",53.56,28.56,1.17,0.39,0.13,107.14,159.78,"tackle"
2022102700,97,38588,"Lavonte David",30,"2022-10-27 20:17:21.400000",54,"TB","right",57.5,3.6,3.05,3.4,0.31,128.09,208.97,"tackle"
2022102700,97,41295,"Morgan Moses",30,"2022-10-27 20:17:21.400000",78,"BAL","right",52.28,21.65,1.55,0.89,0.17,109.97,154.45,"tackle"
2022102700,97,41915,"Shaquil Barrett",30,"2022-10-27 20:17:21.400000",58,"TB","right",56.99,3.43,4.77,3.01,0.49,218.24,198.6,"tackle"
2022102700,97,42560,"Rakeem Nunez-Roches",30,"2022-10-27 20:17:21.400000",56,"TB","right",56.85,14.37,4.17,2.07,0.43,169.02,147.17,"tackle"
2022102700,97,43295,"Ronnie Stanley",30,"2022-10-27 20:17:21.400000",79,"BAL","right",53.54,32.23,0.76,0.35,0.08,127.27,118.85,"tackle"
2022102700,97,43306,"Keanu Neal",30,"2022-10-27 20:17:21.400000",22,"TB","right",57.67,4.82,0.25,3.67,0.05,247.14,120.14,"tackle"
2022102700,97,43362,"Kenyan Drake",30,"2022-10-27 20:17:21.400000",17,"BAL","right",60.43,25.88,3.01,1.96,0.31,122.87,158.44,"tackle"
2022102700,97,46081,"Vita Vea",30,"2022-10-27 20:17:21.400000",50,"TB","right",53.88,24.3,3.3,1.25,0.34,140.47,145.3,"tackle"
2022102700,97,46101,"Lamar Jackson",30,"2022-10-27 20:17:21.400000",8,"BAL","right",48.62,26.47,1.28,0.19,0.13,133.44,114.32,"tackle"
2022102700,97,46155,"Mark Andrews",30,"2022-10-27 20:17:21.400000",89,"BAL","right",57.36,3.11,4.02,1.85,0.4,108.92,185.6,"tackle"
2022102700,97,46699,"Dee Delaney",30,"2022-10-27 20:17:21.400000",30,"TB","right",56.77,26.1,3.96,1.75,0.41,142.21,168.43,"tackle"
2022102700,97,47788,"Devin White",30,"2022-10-27 20:17:21.400000",45,"TB","right",59.34,7.46,6.07,3.01,0.62,158.39,176.6,"tackle"
2022102700,97,47877,"Jamel Dean",30,"2022-10-27 20:17:21.400000",35,"TB","right",62.79,30.65,2.13,1.26,0.22,169.06,176.67,"tackle"
2022102700,97,47882,"Mike Edwards",30,"2022-10-27 20:17:21.400000",32,"TB","right",64.53,18.05,4.73,2.09,0.49,161.17,180.63,"tackle"
2022102700,97,47906,"Ben Powers",30,"2022-10-27 20:17:21.400000",72,"BAL","right",58.43,29.69,1.07,2,0.11,131.78,156.19,"tackle"
2022102700,97,52500,"Devin Duvernay",30,"2022-10-27 20:17:21.400000",13,"BAL","right",73.95,19.31,1.13,1.53,0.12,237.63,80.66,"tackle"
2022102700,97,52609,"James Proche",30,"2022-10-27 20:17:21.400000",3,"BAL","right",67.05,4.73,1.18,1.52,0.11,276.29,283.25,"tackle"
2022102700,97,53456,"Rashod Bateman",30,"2022-10-27 20:17:21.400000",7,"BAL","right",60.9,28.36,1.64,1.44,0.17,59.29,172.82,"tackle"
2022102700,97,53461,"Joe Tryon",30,"2022-10-27 20:17:21.400000",9,"TB","right",56.5,29.37,1.53,0.66,0.16,154.74,179.65,"tackle"
2022102700,97,54490,"Tyler Linderbaum",30,"2022-10-27 20:17:21.400000",64,"BAL","right",55.57,25.5,1.43,0.41,0.15,191.39,177.75,"tackle"
2022102700,97,54622,"Zyon McCollum",30,"2022-10-27 20:17:21.400000",27,"TB","right",58.85,4.19,4.81,1.49,0.49,280.7,210.38,"tackle"
2022102700,97,NA,"football",30,"2022-10-27 20:17:21.400000",NA,"football","right",57.5,3.73000001907349,2.8199999332428,2.16000008583069,0.300000011920929,NA,NA,"tackle"
2022102700,201,38557,"Kevin Zeitler",45,"2022-10-27 20:20:33.900000",70,"BAL","right",103.07,25.5,0.36,0.51,0.03,173.63,284.47,"tackle"
2022102700,201,38588,"Lavonte David",45,"2022-10-27 20:20:33.900000",54,"TB","right",105.12,22.86,2.79,0.33,0.28,45.21,299.8,"tackle"
2022102700,201,40074,"William Gholston",45,"2022-10-27 20:20:33.900000",92,"TB","right",105.49,25.96,0.92,1.8,0.1,204.55,11.76,"tackle"
2022102700,201,41295,"Morgan Moses",45,"2022-10-27 20:20:33.900000",78,"BAL","right",106.52,24.77,1.34,1.36,0.14,253.4,45.6,"tackle"
2022102700,201,41915,"Shaquil Barrett",45,"2022-10-27 20:20:33.900000",58,"TB","right",100.69,18.45,3.75,1.72,0.38,179.25,176.39,"tackle"
2022102700,201,42560,"Rakeem Nunez-Roches",45,"2022-10-27 20:20:33.900000",56,"TB","right",101.2,21.32,2.33,0.48,0.23,226.05,189.17,"tackle"
2022102700,201,43295,"Ronnie Stanley",45,"2022-10-27 20:20:33.900000",79,"BAL","right",103.87,26.52,0.79,0.53,0.08,180.6,120.2,"tackle"
2022102700,201,43306,"Keanu Neal",45,"2022-10-27 20:20:33.900000",22,"TB","right",103.57,19.91,3.07,2.65,0.32,258.12,235.99,"tackle"
2022102700,201,43362,"Kenyan Drake",45,"2022-10-27 20:20:33.900000",17,"BAL","right",100.01,11.6,1.61,2.86,0.17,65.71,149.91,"tackle"
2022102700,201,45268,"Patrick Ricard",45,"2022-10-27 20:20:33.900000",42,"BAL","right",106.42,22.11,0.92,2.23,0.1,302.62,337.3,"tackle"
2022102700,201,46101,"Lamar Jackson",45,"2022-10-27 20:20:33.900000",8,"BAL","right",100.68,19.05,1.2,1.43,0.12,67.66,176.33,"tackle"
2022102700,201,46155,"Mark Andrews",45,"2022-10-27 20:20:33.900000",89,"BAL","right",100.69,27.22,0.92,0.68,0.09,164.42,321.81,"tackle"
2022102700,201,46159,"Deadrin Senat",45,"2022-10-27 20:20:33.900000",95,"TB","right",102.28,22.81,3.24,0.82,0.34,221.67,183.49,"tackle"
2022102700,201,47788,"Devin White",45,"2022-10-27 20:20:33.900000",45,"TB","right",101.68,18.03,2.3,2,0.25,295.21,351.09,"tackle"
2022102700,201,47877,"Jamel Dean",45,"2022-10-27 20:20:33.900000",35,"TB","right",107.64,47.22,0.38,0.42,0.04,264.47,262.83,"tackle"
2022102700,201,47882,"Mike Edwards",45,"2022-10-27 20:20:33.900000",32,"TB","right",104.64,16.8,3.2,2.49,0.32,286.35,265.57,"tackle"
2022102700,201,47906,"Ben Powers",45,"2022-10-27 20:20:33.900000",72,"BAL","right",103.31,14.93,0.97,2.95,0.11,266.9,146.72,"tackle"
