"gameId","playId","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event"
2022090800,56,35472,"Rodger Saffold",18,"2022-09-08 20:24:06.900000",76,"BUF","left",88.23,27.09,1.72,0.26,0.18,288.76,302.08,"tackle"
2022090800,56,38577,"Bobby Wagner",18,"2022-09-08 20:24:06.900000",45,"LA","left",78.62,32.31,1.76,3.13,0.19,0.84,34.12,"tackle"
2022090800,56,41239,"Aaron Donald",18,"2022-09-08 20:24:06.900000",99,"LA","left",91.04,27.66,2.16,1.98,0.22,273.18,263.65,"tackle"
2022090800,56,42392,"Mitch Morse",18,"2022-09-08 20:24:06.900000",60,"BUF","left",87.2,30.91,1.7,0.72,0.18,286.32,308.98,"tackle"
2022090800,56,42489,"Stefon Diggs",18,"2022-09-08 20:24:06.900000",14,"BUF","left",79.33,33.85,0.62,1.31,0.06,100.54,78.02,"tackle"
2022090800,56,42816,"Troy Hill",18,"2022-09-08 20:24:06.900000",2,"LA","left",69.38,10.33,2.91,0.59,0.29,2.85,353.42,"tackle"
2022090800,56,43294,"Jalen Ramsey",18,"2022-09-08 20:24:06.900000",5,"LA","left",78.66,33.87,1.1,3.17,0.12,116.19,127.74,"tackle"
2022090800,56,43298,"Leonard Floyd",18,"2022-09-08 20:24:06.900000",54,"LA","left",90.93,31.87,1.37,0.39,0.14,152.86,230.91,"tackle"
2022090800,56,43335,"A'Shawn Robinson",18,"2022-09-08 20:24:06.900000",94,"LA","left",86.57,25.33,1.66,1.1,0.18,306.52,275.15,"tackle"
2022090800,56,44875,"Dion Dawkins",18,"2022-09-08 20:24:06.900000",73,"BUF","left",89.23,26.79,0.91,0.43,0.09,273.55,290.17,"tackle"
2022090800,56,44985,"Isaiah McKenzie",18,"2022-09-08 20:24:06.900000",6,"BUF","left",75.91,10.99,3.05,2.63,0.32,65.53,169.95,"tackle"
2022090800,56,46076,"Josh Allen",18,"2022-09-08 20:24:06.900000",17,"BUF","left",89.86,29.71,1.59,0.85,0.15,273.01,268.1,"tackle"
2022090800,56,47844,"Taylor Rapp",18,"2022-09-08 20:24:06.900000",24,"LA","left",77.86,26.75,2.96,2.2,0.31,324.09,345.27,"tackle"
