"gameId","playId","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event"
2022091500,55,40011,"Travis Kelce",48,"2022-09-15 20:16:37.400000",87,"KC","left",80.67,35.95,0.62,1.29,0.07,278.65,3.43,"tackle"
2022091500,55,41231,"Khalil Mack",48,"2022-09-15 20:16:37.400000",52,"LAC","left",82.65,28.71,0.57,1.77,0.06,336.98,270.65,"tackle"
2022091500,55,42935,"Bryce Callahan",48,"2022-09-15 20:16:37.400000",23,"LAC","left",75.93,39.74,2.42,2.65,0.25,218.88,190.13,"tackle"
2022091500,55,43292,"Joey Bosa",48,"2022-09-15 20:16:37.400000",97,"LAC","left",82.59,31.37,1.79,0.84,0.18,257,250.39,"tackle"
2022091500,55,43332,"Austin Johnson",48,"2022-09-15 20:16:37.400000",98,"LAC","left",80.44,29.52,1.69,2.91,0.17,34.78,338.2,"tackle"
2022091500,55,43367,"Joe Thuney",48,"2022-09-15 20:16:37.400000",62,"KC","left",82.69,30.24,1.1,1.08,0.11,316.84,224.65,"tackle"
2022091500,55,44822,"Patrick Mahomes",48,"2022-09-15 20:16:37.400000",15,"KC","left",92.15,28.43,1.45,0.17,0.15,225.99,217.54,"tackle"
2022091500,55,44874,"JuJu Smith-Schuster",48,"2022-09-15 20:16:37.400000",9,"KC","left",78.68,23.71,2.24,2.42,0.23,329.14,324.14,"tackle"
2022091500,55,45695,"Andrew Wylie",48,"2022-09-15 20:16:37.400000",77,"KC","left",81.16,30.35,1.74,1.49,0.17,312.89,344.96,"tackle"
2022091500,55,46086,"Derwin James",48,"2022-09-15 20:16:37.400000",3,"LAC","left",77.66,32.26,3.31,4.13,0.35,90.38,73.53,"tackle"
2022091500,55,46152,"Orlando Brown",48,"2022-09-15 20:16:37.400000",57,"KC","left",82.59,29.2,2.04,1.77,0.21,327.02,281.02,"tackle"
2022091500,55,46243,"Marquez Valdes-Scantling",48,"2022-09-15 20:16:37.400000",11,"KC","left",75.68,35.94,2.66,1.62,0.26,200.26,281.73,"tackle"
2022091500,55,46264,"Sebastian Joseph",48,"2022-09-15 20:16:37.400000",69,"LAC","left",84.7,29.8,1.36,0.9,0.13,327.85,126.04,"tackle"
2022091500,55,46775,"J.C. Jackson",48,"2022-09-15 20:16:37.400000",27,"LAC","left",76.13,34.83,1.67,2.07,0.16,93.66,175,"tackle"
2022091500,55,47839,"Mecole Hardman",48,"2022-09-15 20:16:37.400000",17,"KC","left",77.3,41.65,1.92,1.47,0.2,200.92,210.77,"tackle"
2022091500,55,47843,"Nasir Adderley",48,"2022-09-15 20:16:37.400000",24,"LAC","left",80.16,30.96,0.69,1.55,0.06,5.16,233.23,"tackle"
2022091500,55,47913,"Drue Tranquill",48,"2022-09-15 20:16:37.400000",49,"LAC","left",79.77,31.19,0.81,2.41,0.09,349.6,237.58,"tackle"
2022091500,55,52431,"Kenneth Murray",48,"2022-09-15 20:16:37.400000",9,"LAC","left",82.13,31.48,1.61,1.23,0.16,292.96,343.07,"tackle"
2022091500,55,52440,"Clyde Edwards-Helaire",48,"2022-09-15 20:16:37.400000",25,"KC","left",79.78,31.74,1.22,1.26,0.13,54.58,254.6,"tackle"
2022091500,55,53476,"Asante Samuel",48,"2022-09-15 20:16:37.400000",26,"LAC","left",77.13,27.29,3.54,2.74,0.37,346.08,326.83,"tackle"
2022091500,55,53492,"Creed Humphrey",48,"2022-09-15 20:16:37.400000",52,"KC","left",80.69,28.35,2.05,1.48,0.21,17.08,288.28,"tackle"
2022091500,55,53655,"Trey Smith",48,"2022-09-15 20:16:37.400000",65,"KC","left",84.28,30.87,0.12,1,0.01,203.41,106.94,"tackle"
2022091500,55,NA,"football",48,"2022-09-15 20:16:37.400000",NA,"football","left",79.8199996948242,31.7099990844727,1.17999994754791,1.37000000476837,0.109999999403954,NA,NA,"tackle"
2022091500,76,40011,"Travis Kelce",47,"2022-09-15 20:17:05.700000",87,"KC","left",80.98,29.64,1.46,1.53,0.15,272.36,274.78,"tackle"
2022091500,76,41231,"Khalil Mack",47,"2022-09-15 20:17:05.700000",52,"LAC","left",75.73,24.53,2.65,1.99,0.27,339.38,332.89,"tackle"
2022091500,76,42935,"Bryce Callahan",47,"2022-09-15 20:17:05.700000",23,"LAC","left",78.57,16.8,1.93,1.96,0.2,296.4,305.06,"tackle"
2022091500,76,43292,"Joey Bosa",47,"2022-09-15 20:17:05.700000",97,"LAC","left",78.45,28.52,2.16,3.28,0.22,257.74,307.44,"tackle"
2022091500,76,43332,"Austin Johnson",47,"2022-09-15 20:17:05.700000",98,"LAC","left",77.82,28.27,1.11,0.99,0.12,51.09,341.45,"tackle"
2022091500,76,43367,"Joe Thuney",47,"2022-09-15 20:17:05.700000",62,"KC","left",77.92,27.01,0.25,0.65,0.03,322.53,343.4,"tackle"
2022091500,76,44822,"Patrick Mahomes",47,"2022-09-15 20:17:05.700000",15,"KC","left",87.4,22.73,1.49,0.2,0.15,255.75,219.51,"tackle"
2022091500,76,45695,"Andrew Wylie",47,"2022-09-15 20:17:05.700000",77,"KC","left",73.65,27.73,2.33,1.54,0.24,190.18,234.4,"tackle"
2022091500,76,46086,"Derwin James",47,"2022-09-15 20:17:05.700000",3,"LAC","left",73.61,29.52,0.74,2.73,0.08,108.29,322.91,"tackle"
2022091500,76,46152,"Orlando Brown",47,"2022-09-15 20:17:05.700000",57,"KC","left",77.22,23.94,2.35,1.49,0.24,299.96,291.73,"tackle"
2022091500,76,46243,"Marquez Valdes-Scantling",47,"2022-09-15 20:17:05.700000",11,"KC","left",76.49,15.43,3.38,1.32,0.34,334.56,335.47,"tackle"
2022091500,76,46264,"Sebastian Joseph",47,"2022-09-15 20:17:05.700000",69,"LAC","left",78.4,27.75,0.59,0.8,0.06,305.04,64.13,"tackle"
2022091500,76,46775,"J.C. Jackson",47,"2022-09-15 20:17:05.700000",27,"LAC","left",72.48,29.35,1.81,3.14,0.19,87.63,238.24,"tackle"
2022091500,76,47839,"Mecole Hardman",47,"2022-09-15 20:17:05.700000",17,"KC","left",78.74,10.44,1.5,1.16,0.15,270.64,278.55,"tackle"
2022091500,76,47843,"Nasir Adderley",47,"2022-09-15 20:17:05.700000",24,"LAC","left",70.71,26.3,2.59,3.09,0.27,40.42,6.64,"tackle"
2022091500,76,47913,"Drue Tranquill",47,"2022-09-15 20:17:05.700000",49,"LAC","left",73.53,27.03,2.43,1.71,0.25,35.26,202.97,"tackle"
2022091500,76,52431,"Kenneth Murray",47,"2022-09-15 20:17:05.700000",9,"LAC","left",74.48,28.66,3.01,0.64,0.3,319.25,338.38,"tackle"
2022091500,76,52440,"Clyde Edwards-Helaire",47,"2022-09-15 20:17:05.700000",25,"KC","left",73.95,29.19,1.69,3.4,0.18,182.27,290.2,"tackle"
2022091500,76,53476,"Asante Samuel",47,"2022-09-15 20:17:05.700000",26,"LAC","left",72.64,15.17,2.39,0.98,0.24,349.63,336.46,"tackle"
2022091500,76,53492,"Creed Humphrey",47,"2022-09-15 20:17:05.700000",52,"KC","left",74.16,26.72,0.94,1.92,0.1,292.8,317.36,"tackle"
2022091500,76,53591,"Noah Gray",47,"2022-09-15 20:17:05.700000",83,"KC","left",73.34,28.76,2.84,2.32,0.28,217.07,266.41,"tackle"
2022091500,76,53655,"Trey Smith",47,"2022-09-15 20:17:05.700000",65,"KC","left",78.2,30.15,2.18,2.05,0.22,262.81,25.71,"tackle"
2022091500,76,NA,"football",47,"2022-09-15 20:17:05.700000",NA,"football","left",74.25,28.8999996185303,2.0699999332428,2.35999989509583,0.170000001788139,NA,NA,"tackle"
2022091500,97,41231,"Khalil Mack",42,"2022-09-15 20:17:46.200000",52,"LAC","left",77.29,24.63,0.77,1.09,0.07,248.58,204.55,"tackle"
2022091500,97,41269,"Kyle Van Noy",42,"2022-09-15 20:17:46.200000",8,"LAC","left",69.06,30.11,0.43,1.88,0.04,166.43,33.5,"tackle"
2022091500,97,42511,"Michael Burton",42,"2022-09-15 20:17:46.200000",45,"KC","left",69.56,24.26,1.62,2.33,0.18,269.41,258.82,"tackle"
2022091500,97,43292,"Joey Bosa",42,"2022-09-15 20:17:46.200000",97,"LAC","left",72.32,25.57,1.23,1.65,0.13,247.73,239.84,"tackle"
2022091500,97,43332,"Austin Johnson",42,"2022-09-15 20:17:46.200000",98,"LAC","left",76.16,24.82,0.55,0.36,0.05,328.31,359.83,"tackle"
